Repository Name,PR Title,PR URL,Age (days)
productsupcom/sales-configurator,Bump decode-uri-component from 0.2.0 to 0.2.2,https://github.com/productsupcom/sales-configurator/pull/27,450
productsupcom/sales-configurator,Bump twig/twig from 3.3.10 to 3.4.3,https://github.com/productsupcom/sales-configurator/pull/26,515
productsupcom/sales-configurator,Bump shell-quote from 1.7.2 to 1.7.3,https://github.com/productsupcom/sales-configurator/pull/25,615
productsupcom/bin-google-hotel-ads,Bump guzzlehttp/psr7 from 1.4.2 to 1.9.1,https://github.com/productsupcom/bin-google-hotel-ads/pull/9,314
productsupcom/bin-google-hotel-ads,Bump guzzlehttp/guzzle from 6.3.3 to 6.5.8,https://github.com/productsupcom/bin-google-hotel-ads/pull/8,616
productsupcom/google-hotel-ads-api,#DEV-2257 Add deploy.md,https://github.com/productsupcom/google-hotel-ads-api/pull/8,1811
productsupcom/pup-bot,Bump guzzlehttp/psr7 from 1.6.1 to 1.8.5,https://github.com/productsupcom/pup-bot/pull/2,700
productsupcom/hackathon-quizbooze,Bump electron from 1.8.8 to 9.1.0 in /electron-app,https://github.com/productsupcom/hackathon-quizbooze/pull/1,1331
productsupcom/bin-open-weather-map,Bump phpunit/phpunit from 8.5.17 to 8.5.19,https://github.com/productsupcom/bin-open-weather-map/pull/101,941
productsupcom/bin-open-weather-map,Bump symfony/console from 5.2.8 to 5.3.6,https://github.com/productsupcom/bin-open-weather-map/pull/100,943
productsupcom/bin-open-weather-map,Bump mikey179/vfsstream from 1.6.8 to 1.6.9,https://github.com/productsupcom/bin-open-weather-map/pull/97,957
productsupcom/bin-open-weather-map,Upgrade to GitHub-native Dependabot,https://github.com/productsupcom/bin-open-weather-map/pull/84,1035
productsupcom/bin-open-weather-map,Bump productsupcom/php-cs-fixer-config from 1.3.3 to 1.3.7,https://github.com/productsupcom/bin-open-weather-map/pull/71,1083
productsupcom/bin-csv2xlsx,Bump productsupcom/logger-binary from 5.0.1 to 5.1.1,https://github.com/productsupcom/bin-csv2xlsx/pull/49,400
productsupcom/bin-csv2xlsx,Bump productsupcom/process-control from 1.1.14 to 1.3.4,https://github.com/productsupcom/bin-csv2xlsx/pull/35,537
productsupcom/bin-random-data,Bump symfony/console from 5.2.6 to 5.3.6,https://github.com/productsupcom/bin-random-data/pull/18,943
productsupcom/bin-random-data,Bump fakerphp/faker from 1.14.0 to 1.15.0,https://github.com/productsupcom/bin-random-data/pull/16,966
productsupcom/bin-random-data,Upgrade to GitHub-native Dependabot,https://github.com/productsupcom/bin-random-data/pull/10,1034
productsupcom/prometheus_node_exporter-role,Fix metric issue caused by PrivateTmp in systemd unit,https://github.com/productsupcom/prometheus_node_exporter-role/pull/1,2311
productsupcom/environment,Upgrade to GitHub-native Dependabot,https://github.com/productsupcom/environment/pull/6,1034
productsupcom/environment,Update phpunit/phpunit requirement from ^8 to ^8 || ^9,https://github.com/productsupcom/environment/pull/4,1132
productsupcom/monolog-extras,Update graylog2/gelf-php requirement from ^1.7.1 to ^1.7.1 || ^2.0.0,https://github.com/productsupcom/monolog-extras/pull/14,440
productsupcom/bin-accesstrade,chore(deps): bump guzzlehttp/psr7 from 1.4.2 to 1.9.1,https://github.com/productsupcom/bin-accesstrade/pull/5,314
productsupcom/bin-accesstrade,chore(deps): bump guzzlehttp/guzzle from 6.3.0 to 6.5.8,https://github.com/productsupcom/bin-accesstrade/pull/4,616
productsupcom/bin-crawler,ACC-10633 - Persist content from unsuccessful responses,https://github.com/productsupcom/bin-crawler/pull/112,400
productsupcom/bin-crawler,Bump guzzlehttp/guzzle from 6.5.5 to 7.3.0,https://github.com/productsupcom/bin-crawler/pull/94,1071
productsupcom/bin-custom-import-leroy-merlin,Bump phpseclib/phpseclib from 2.0.11 to 2.0.41,https://github.com/productsupcom/bin-custom-import-leroy-merlin/pull/12,361
productsupcom/bin-google-places,chore(deps): bump productsupcom/lib-binary from 3.1.0 to 3.3.1,https://github.com/productsupcom/bin-google-places/pull/95,951
productsupcom/bin-google-places,Upgrade to GitHub-native Dependabot,https://github.com/productsupcom/bin-google-places/pull/83,1034
productsupcom/bin-google-places,chore(deps): bump guzzlehttp/guzzle from 6.5.5 to 7.3.0,https://github.com/productsupcom/bin-google-places/pull/78,1071
productsupcom/bin-analyzer,Bump productsupcom/test-database-populator from 1.7.0 to 1.9.0,https://github.com/productsupcom/bin-analyzer/pull/168,127
productsupcom/bin-gdsn,Dev 1674 bin gdsn,https://github.com/productsupcom/bin-gdsn/pull/1,2189
productsupcom/svg2img,chore(deps): bump yargs-parser from 13.1.1 to 13.1.2,https://github.com/productsupcom/svg2img/pull/21,574
productsupcom/svg2img,chore(deps): bump ajv from 6.10.2 to 6.12.6,https://github.com/productsupcom/svg2img/pull/20,745
productsupcom/svg2img,chore(deps): bump tmpl from 1.0.4 to 1.0.5,https://github.com/productsupcom/svg2img/pull/19,889
productsupcom/svg2img,chore(deps): bump path-parse from 1.0.6 to 1.0.7 in /render-tester,https://github.com/productsupcom/svg2img/pull/18,930
productsupcom/svg2img,chore(deps): bump path-parse from 1.0.6 to 1.0.7,https://github.com/productsupcom/svg2img/pull/17,930
productsupcom/development,[docker-update]: Bump php from 8.2.13-fpm-bullseye to 8.2.16-fpm-bullseye in /docker/dockerfiles/php-fpm-platform-api-8.2,https://github.com/productsupcom/development/pull/274,8
productsupcom/development,[docker-update]: Bump php from 8.2.13-fpm-bullseye to 8.2.16-fpm-bullseye in /docker/dockerfiles/php-fpm-8.2,https://github.com/productsupcom/development/pull/273,8
productsupcom/development,[docker-update]: Bump php from 8.2.13-zts-bullseye to 8.2.16-zts-bullseye in /docker/dockerfiles/php-cli-8.2,https://github.com/productsupcom/development/pull/272,8
productsupcom/development,[docker-update]: Bump composer from 2.6.5 to 2.7.1 in /docker/dockerfiles/php-fpm-platform-api-8.1,https://github.com/productsupcom/development/pull/271,14
productsupcom/development,[docker-update]: Bump composer from 2.6.5 to 2.7.1 in /docker/dockerfiles/php-fpm-platform-api-8.0,https://github.com/productsupcom/development/pull/270,14
productsupcom/development,[docker-update]: Bump composer from 2.6.5 to 2.7.1 in /docker/dockerfiles/php-fpm-platform-api-8.2,https://github.com/productsupcom/development/pull/269,14
productsupcom/development,Enable multi-arch builds for all images,https://github.com/productsupcom/development/pull/267,25
productsupcom/development,[docker-update]: Bump php from 8.1.26-fpm-bullseye to 8.1.27-fpm-bullseye in /docker/dockerfiles/php-fpm-platform-api-8.1,https://github.com/productsupcom/development/pull/263,61
productsupcom/development,[docker-update]: Bump php from 8.1.26-fpm-bullseye to 8.1.27-fpm-bullseye in /docker/dockerfiles/php-fpm-8.1,https://github.com/productsupcom/development/pull/261,61
productsupcom/development,[docker-update]: Bump php from 8.1.26-zts-bullseye to 8.1.27-zts-bullseye in /docker/dockerfiles/php-cli-8.1,https://github.com/productsupcom/development/pull/258,61
productsupcom/development,Use Debian bookworm as base image and multiarch for php 8.1 and 8.2,https://github.com/productsupcom/development/pull/234,138
productsupcom/development,"IN-1840 Change to php from sury repo, similar to what we have on prod…",https://github.com/productsupcom/development/pull/177,433
productsupcom/wtfm,Bump symfony/security from 4.0.8 to 4.2.12,https://github.com/productsupcom/wtfm/pull/2,1476
productsupcom/wtfm,Bump symfony/cache from 4.0.8 to 4.3.9,https://github.com/productsupcom/wtfm/pull/1,1548
productsupcom/export-preview,Bump symfony/security from 4.0.9 to 4.2.12,https://github.com/productsupcom/export-preview/pull/2,1476
productsupcom/export-preview,Bump symfony/cache from 4.0.9 to 4.3.9,https://github.com/productsupcom/export-preview/pull/1,1548
productsupcom/go-urlshortener,Bump github.com/labstack/echo/v4 from 4.1.13 to 4.9.0,https://github.com/productsupcom/go-urlshortener/pull/5,515
productsupcom/bin-service,Bump productsupcom/lib-predefined-binary from 6.0.0 to 6.2.1,https://github.com/productsupcom/bin-service/pull/259,253
productsupcom/bin-service,Bump guzzlehttp/guzzle from 7.5.1 to 7.7.0,https://github.com/productsupcom/bin-service/pull/258,282
productsupcom/partner-portal,Bump loader-utils from 1.4.0 to 1.4.1,https://github.com/productsupcom/partner-portal/pull/251,477
productsupcom/bin-unique-filter,Bump symfony/http-foundation from 4.1.1 to 4.4.49,https://github.com/productsupcom/bin-unique-filter/pull/3,370
productsupcom/bin-unique-filter,Bump symfony/http-kernel from 4.1.1 to 4.4.50,https://github.com/productsupcom/bin-unique-filter/pull/2,391
productsupcom/poc-feed-to-excel,Bump phpoffice/phpspreadsheet from 1.3.1 to 1.16.0,https://github.com/productsupcom/poc-feed-to-excel/pull/2,1027
productsupcom/channel-previews,"Bump minimist, mkdirp, handlebars and protractor",https://github.com/productsupcom/channel-previews/pull/43,364
productsupcom/channel-previews,Bump http-cache-semantics and @angular/cli,https://github.com/productsupcom/channel-previews/pull/42,391
productsupcom/channel-previews,Bump ua-parser-js from 0.7.32 to 0.7.33,https://github.com/productsupcom/channel-previews/pull/41,396
productsupcom/channel-previews,Bump json5 from 1.0.1 to 1.0.2,https://github.com/productsupcom/channel-previews/pull/40,417
productsupcom/channel-previews,Bump json5 and @angular-devkit/build-angular,https://github.com/productsupcom/channel-previews/pull/39,422
productsupcom/channel-previews,Bump express from 4.16.4 to 4.18.2,https://github.com/productsupcom/channel-previews/pull/38,445
productsupcom/channel-previews,Bump decode-uri-component from 0.2.0 to 0.2.2,https://github.com/productsupcom/channel-previews/pull/37,450
productsupcom/channel-previews,"Bump scss-tokenizer, node-sass and @angular-devkit/build-angular",https://github.com/productsupcom/channel-previews/pull/36,462
productsupcom/channel-previews,Bump async from 2.6.2 to 2.6.4,https://github.com/productsupcom/channel-previews/pull/35,462
productsupcom/channel-previews,Bump terser and @angular-devkit/build-angular,https://github.com/productsupcom/channel-previews/pull/34,462
productsupcom/guzzle-examples,Bump guzzlehttp/psr7 from 1.4.2 to 1.9.1,https://github.com/productsupcom/guzzle-examples/pull/6,314
productsupcom/guzzle-examples,Bump guzzlehttp/guzzle from 6.3.3 to 6.5.8,https://github.com/productsupcom/guzzle-examples/pull/5,616
productsupcom/platform-api-prototype,Bump symfony/security from 4.1.3 to 4.2.12,https://github.com/productsupcom/platform-api-prototype/pull/4,1476
productsupcom/platform-api-prototype,Bump symfony/http-foundation from 4.1.2 to 4.4.1,https://github.com/productsupcom/platform-api-prototype/pull/3,1548
productsupcom/platform-api-prototype,Bump symfony/cache from 4.1.2 to 4.3.9,https://github.com/productsupcom/platform-api-prototype/pull/2,1548
productsupcom/platform-api-prototype,Bump symfony/dependency-injection from 4.1.2 to 4.1.12,https://github.com/productsupcom/platform-api-prototype/pull/1,1562
productsupcom/site-hash,Update phpunit/phpunit requirement from ^8 to ^9,https://github.com/productsupcom/site-hash/pull/2,1133
productsupcom/devops-test,Bump catfan/medoo from 1.5.7 to 1.7.5 in /task/project,https://github.com/productsupcom/devops-test/pull/1,868
productsupcom/bin-custom-import-victoriasecret,ACC-10397-v1-rollback,https://github.com/productsupcom/bin-custom-import-victoriasecret/pull/16,452
productsupcom/bin-custom-import-victoriasecret,ACC-10397-v1,https://github.com/productsupcom/bin-custom-import-victoriasecret/pull/15,452
productsupcom/packinv-ui,Match only entries that have been updated 3 days ago or less,https://github.com/productsupcom/packinv-ui/pull/1,1125
productsupcom/dataflow-poc,Bump @angular/core from 7.0.1 to 11.0.5,https://github.com/productsupcom/dataflow-poc/pull/31,635
productsupcom/dataflow-poc,Bump karma from 3.0.0 to 6.3.16,https://github.com/productsupcom/dataflow-poc/pull/30,728
productsupcom/dataflow-poc,Bump url-parse from 1.4.3 to 1.5.10,https://github.com/productsupcom/dataflow-poc/pull/29,731
productsupcom/dataflow-poc,Bump follow-redirects from 1.5.9 to 1.14.8,https://github.com/productsupcom/dataflow-poc/pull/27,745
productsupcom/dataflow-poc,Bump shelljs from 0.8.2 to 0.8.5,https://github.com/productsupcom/dataflow-poc/pull/25,774
productsupcom/dataflow-poc,Bump path-parse from 1.0.6 to 1.0.7,https://github.com/productsupcom/dataflow-poc/pull/22,930
productsupcom/dataflow-poc,Bump tar from 2.2.1 to 2.2.2,https://github.com/productsupcom/dataflow-poc/pull/21,937
productsupcom/dataflow-poc,Bump dns-packet from 1.3.1 to 1.3.4,https://github.com/productsupcom/dataflow-poc/pull/20,1006
productsupcom/dataflow-poc,Bump browserslist from 4.3.3 to 4.16.6,https://github.com/productsupcom/dataflow-poc/pull/19,1008
productsupcom/dataflow-poc,Bump hosted-git-info from 2.7.1 to 2.8.9,https://github.com/productsupcom/dataflow-poc/pull/18,1023
productsupcom/dataflow-poc,Bump lodash from 4.17.11 to 4.17.21,https://github.com/productsupcom/dataflow-poc/pull/17,1023
productsupcom/dataflow-poc,Bump handlebars from 4.0.12 to 4.7.7,https://github.com/productsupcom/dataflow-poc/pull/15,1026
productsupcom/dataflow-poc,Bump y18n from 3.2.1 to 3.2.2,https://github.com/productsupcom/dataflow-poc/pull/14,1064
productsupcom/dataflow-poc,Bump elliptic from 6.4.1 to 6.5.4,https://github.com/productsupcom/dataflow-poc/pull/13,1085
productsupcom/bin-service-unique-id,Bump productsupcom/lib-sqlite from 6.7.6 to 6.13.0,https://github.com/productsupcom/bin-service-unique-id/pull/96,2
productsupcom/bin-service-unique-id,Bump symfony/http-kernel from 6.0.9 to 6.0.20,https://github.com/productsupcom/bin-service-unique-id/pull/92,391
productsupcom/bin-service-unique-id,Bump symfony/console from 6.0.17 to 6.0.19,https://github.com/productsupcom/bin-service-unique-id/pull/91,394
productsupcom/bin-service-unique-id,Bump productsupcom/logger-binary from 5.0.1 to 5.1.1,https://github.com/productsupcom/bin-service-unique-id/pull/90,400
productsupcom/bin-service-unique-id,Bump productsupcom/lib-service from 4.1.0 to 4.2.0,https://github.com/productsupcom/bin-service-unique-id/pull/83,496
productsupcom/bin-service-category-id,Bump symfony/http-kernel from 6.0.9 to 6.0.20,https://github.com/productsupcom/bin-service-category-id/pull/104,391
productsupcom/bin-service-category-id,Bump symfony/stopwatch from 6.0.5 to 6.0.19,https://github.com/productsupcom/bin-service-category-id/pull/103,394
productsupcom/bin-service-category-id,Bump symfony/console from 6.0.12 to 6.0.19,https://github.com/productsupcom/bin-service-category-id/pull/102,394
productsupcom/bin-service-category-id,Bump productsupcom/logger-binary from 5.0.1 to 5.1.1,https://github.com/productsupcom/bin-service-category-id/pull/101,400
productsupcom/bin-service-category-id,Bump productsupcom/lib-service from 4.1.0 to 4.2.0,https://github.com/productsupcom/bin-service-category-id/pull/96,496
productsupcom/bin-service-group-attributes,Bump symfony/http-kernel from 6.0.9 to 6.0.20,https://github.com/productsupcom/bin-service-group-attributes/pull/108,391
productsupcom/bin-service-group-attributes,Bump symfony/console from 6.0.11 to 6.0.19,https://github.com/productsupcom/bin-service-group-attributes/pull/107,398
productsupcom/bin-service-group-attributes,Bump productsupcom/logger-binary from 5.0.1 to 5.1.1,https://github.com/productsupcom/bin-service-group-attributes/pull/106,400
productsupcom/bin-service-group-attributes,Bump productsupcom/lib-service from 2.3.5 to 4.2.0,https://github.com/productsupcom/bin-service-group-attributes/pull/101,496
productsupcom/bin-service-merge-columns,Bump symfony/http-kernel from 6.0.9 to 6.0.20,https://github.com/productsupcom/bin-service-merge-columns/pull/114,391
productsupcom/bin-service-merge-columns,Bump symfony/console from 6.0.11 to 6.0.19,https://github.com/productsupcom/bin-service-merge-columns/pull/113,394
productsupcom/bin-service-merge-columns,Bump productsupcom/logger-binary from 5.0.1 to 5.1.1,https://github.com/productsupcom/bin-service-merge-columns/pull/112,400
productsupcom/bin-service-merge-columns,Bump productsupcom/lib-service from 4.1.0 to 4.2.0,https://github.com/productsupcom/bin-service-merge-columns/pull/107,496
productsupcom/bin-service-implode-columns,Bump symfony/http-kernel from 6.0.9 to 6.0.20,https://github.com/productsupcom/bin-service-implode-columns/pull/106,391
productsupcom/bin-service-implode-columns,Bump symfony/console from 6.0.12 to 6.0.19,https://github.com/productsupcom/bin-service-implode-columns/pull/105,394
productsupcom/bin-service-implode-columns,Bump productsupcom/logger-binary from 5.0.1 to 5.1.1,https://github.com/productsupcom/bin-service-implode-columns/pull/104,400
productsupcom/bin-service-implode-columns,Bump productsupcom/lib-service from 4.1.0 to 4.2.0,https://github.com/productsupcom/bin-service-implode-columns/pull/99,496
productsupcom/bin-service-explode-columns,Bump symfony/http-kernel from 6.0.9 to 6.0.20,https://github.com/productsupcom/bin-service-explode-columns/pull/94,391
productsupcom/bin-service-explode-columns,Bump symfony/console from 6.0.13 to 6.0.19,https://github.com/productsupcom/bin-service-explode-columns/pull/93,394
productsupcom/bin-service-explode-columns,Bump productsupcom/logger-binary from 5.0.1 to 5.1.1,https://github.com/productsupcom/bin-service-explode-columns/pull/92,400
productsupcom/bin-service-explode-columns,Bump productsupcom/lib-service from 4.1.0 to 4.2.0,https://github.com/productsupcom/bin-service-explode-columns/pull/87,496
productsupcom/bin-service-top-product-marker,Bump productsupcom/logger-binary from 5.0.1 to 5.1.1,https://github.com/productsupcom/bin-service-top-product-marker/pull/110,400
productsupcom/bin-service-top-product-marker,Bump productsupcom/lib-service from 4.1.0 to 4.2.0,https://github.com/productsupcom/bin-service-top-product-marker/pull/105,496
productsupcom/bin-service-unique-rows,Bump symfony/http-kernel from 6.0.9 to 6.0.20,https://github.com/productsupcom/bin-service-unique-rows/pull/104,391
productsupcom/bin-service-unique-rows,Bump symfony/console from 6.0.11 to 6.0.19,https://github.com/productsupcom/bin-service-unique-rows/pull/103,398
productsupcom/bin-service-unique-rows,Bump productsupcom/logger-binary from 5.0.1 to 5.1.1,https://github.com/productsupcom/bin-service-unique-rows/pull/102,400
productsupcom/bin-service-unique-rows,Bump productsupcom/lib-service from 4.1.0 to 4.2.0,https://github.com/productsupcom/bin-service-unique-rows/pull/97,496
productsupcom/bin-service-generate-id,Bump symfony/http-kernel from 6.0.9 to 6.0.20,https://github.com/productsupcom/bin-service-generate-id/pull/105,391
productsupcom/bin-service-generate-id,Bump symfony/console from 6.0.11 to 6.0.19,https://github.com/productsupcom/bin-service-generate-id/pull/104,398
productsupcom/bin-service-generate-id,Bump productsupcom/logger-binary from 5.0.1 to 5.1.1,https://github.com/productsupcom/bin-service-generate-id/pull/103,400
productsupcom/bin-service-generate-id,Bump productsupcom/lib-event-log from 3.0.1 to 3.0.3,https://github.com/productsupcom/bin-service-generate-id/pull/100,435
productsupcom/bin-service-generate-id,Bump productsupcom/lib-service from 4.1.0 to 4.2.0,https://github.com/productsupcom/bin-service-generate-id/pull/97,496
productsupcom/bin-service-split-variants,Bump symfony/http-kernel from 6.0.2 to 6.0.20,https://github.com/productsupcom/bin-service-split-variants/pull/104,391
productsupcom/bin-service-split-variants,Bump symfony/console from 6.0.14 to 6.0.19,https://github.com/productsupcom/bin-service-split-variants/pull/103,397
productsupcom/bin-service-split-variants,Bump productsupcom/logger-binary from 4.1.3 to 5.1.1,https://github.com/productsupcom/bin-service-split-variants/pull/102,400
productsupcom/bin-service-split-variants,Bump productsupcom/lib-service from 4.1.0 to 4.2.0,https://github.com/productsupcom/bin-service-split-variants/pull/97,496
productsupcom/corporate-website,Bump lodash and grunt-svgstore in /wp-content/themes/productsup,https://github.com/productsupcom/corporate-website/pull/10,304
productsupcom/corporate-website,Bump debug and browser-sync in /wp-content/themes/productsup,https://github.com/productsupcom/corporate-website/pull/9,304
productsupcom/corporate-website,Bump axios and browser-sync in /wp-content/themes/productsup,https://github.com/productsupcom/corporate-website/pull/8,304
productsupcom/corporate-website,Bump minimist and mkdirp in /wp-content/themes/productsup,https://github.com/productsupcom/corporate-website/pull/7,363
productsupcom/corporate-website,Bump decode-uri-component from 0.2.0 to 0.2.2 in /wp-content/themes/productsup,https://github.com/productsupcom/corporate-website/pull/6,450
productsupcom/corporate-website,Bump engine.io and browser-sync in /wp-content/themes/productsup,https://github.com/productsupcom/corporate-website/pull/5,462
productsupcom/corporate-website,Bump socket.io-parser and browser-sync in /wp-content/themes/productsup,https://github.com/productsupcom/corporate-website/pull/4,487
productsupcom/corporate-website,Bump grunt from 1.0.3 to 1.5.3 in /wp-content/themes/productsup,https://github.com/productsupcom/corporate-website/pull/3,643
productsupcom/realtime-api,Bump symfony/var-exporter from 4.2.3 to 4.4.4,https://github.com/productsupcom/realtime-api/pull/4,1476
productsupcom/realtime-api,Bump symfony/http-foundation from 4.2.3 to 4.4.1,https://github.com/productsupcom/realtime-api/pull/3,1548
productsupcom/realtime-api,Bump symfony/cache from 4.2.3 to 4.3.9,https://github.com/productsupcom/realtime-api/pull/2,1548
productsupcom/realtime-api,Bump symfony/dependency-injection from 4.2.3 to 4.2.12,https://github.com/productsupcom/realtime-api/pull/1,1562
productsupcom/realtime-router,Bump symfony/var-exporter from 4.2.3 to 4.4.4,https://github.com/productsupcom/realtime-router/pull/4,1476
productsupcom/realtime-router,Bump symfony/http-foundation from 4.2.3 to 4.4.1,https://github.com/productsupcom/realtime-router/pull/3,1548
productsupcom/realtime-router,Bump symfony/cache from 4.2.3 to 4.3.9,https://github.com/productsupcom/realtime-router/pull/2,1548
productsupcom/realtime-router,Bump symfony/dependency-injection from 4.2.3 to 4.2.12,https://github.com/productsupcom/realtime-router/pull/1,1562
productsupcom/bin-service-migration,Bump phpstan/phpstan from 0.10.9 to 0.12.94,https://github.com/productsupcom/bin-service-migration/pull/89,943
productsupcom/bin-service-migration,Bump symfony/console from 4.4.5 to 4.4.29,https://github.com/productsupcom/bin-service-migration/pull/88,943
productsupcom/bin-service-migration,[Security] Bump symfony/http-foundation from 5.0.5 to 5.3.6,https://github.com/productsupcom/bin-service-migration/pull/87,943
productsupcom/bin-service-migration,Bump productsupcom/lib-pdo from 1.0.2 to 1.5.0,https://github.com/productsupcom/bin-service-migration/pull/83,958
productsupcom/bin-service-migration,Bump productsupcom/php-cs-fixer-config from 1.3.0 to 1.3.8,https://github.com/productsupcom/bin-service-migration/pull/82,960
productsupcom/bin-service-migration,Upgrade to GitHub-native Dependabot,https://github.com/productsupcom/bin-service-migration/pull/63,1034
productsupcom/frontend-code-style-javascript,Bump minimist and mkdirp,https://github.com/productsupcom/frontend-code-style-javascript/pull/11,362
productsupcom/frontend-code-style-javascript,Bump simple-git and lint-staged,https://github.com/productsupcom/frontend-code-style-javascript/pull/10,447
productsupcom/frontend-code-style-javascript,Bump decode-uri-component from 0.2.0 to 0.2.2,https://github.com/productsupcom/frontend-code-style-javascript/pull/9,450
productsupcom/frontend-code-style-javascript,chore(deps): bump ajv from 6.9.2 to 6.12.6,https://github.com/productsupcom/frontend-code-style-javascript/pull/8,745
productsupcom/frontend-code-style-javascript,chore(deps): bump path-parse from 1.0.6 to 1.0.7,https://github.com/productsupcom/frontend-code-style-javascript/pull/7,930
productsupcom/frontend-code-style-javascript,chore(deps): bump hosted-git-info from 2.7.1 to 2.8.9,https://github.com/productsupcom/frontend-code-style-javascript/pull/5,1023
productsupcom/frontend-code-style-javascript,chore(deps): bump lodash from 4.17.15 to 4.17.21,https://github.com/productsupcom/frontend-code-style-javascript/pull/4,1023
productsupcom/frontend-code-style-javascript,chore(deps): bump acorn from 6.1.0 to 6.4.1,https://github.com/productsupcom/frontend-code-style-javascript/pull/2,1424
productsupcom/bin-facebook-marketing-api-delta,Dev 12666,https://github.com/productsupcom/bin-facebook-marketing-api-delta/pull/9,71
productsupcom/lib-monitor,WIP rewrite the whole damn thing,https://github.com/productsupcom/lib-monitor/pull/53,980
productsupcom/feedflow,Bump follow-redirects from 1.14.8 to 1.15.4,https://github.com/productsupcom/feedflow/pull/384,49
productsupcom/feedflow,[DEV-11208] Keycloak integration,https://github.com/productsupcom/feedflow/pull/383,89
productsupcom/feedflow,Bump symfony/validator from 5.4.30 to 5.4.31,https://github.com/productsupcom/feedflow/pull/382,107
productsupcom/feedflow,Bump symfony/form from 5.4.30 to 5.4.31,https://github.com/productsupcom/feedflow/pull/381,107
productsupcom/feedflow,Bump symfony/console from 5.4.28 to 5.4.31,https://github.com/productsupcom/feedflow/pull/380,107
productsupcom/feedflow,Bump symfony/serializer from 5.4.30 to 5.4.31,https://github.com/productsupcom/feedflow/pull/379,107
productsupcom/feedflow,Bump symfony/translation from 5.4.30 to 5.4.31,https://github.com/productsupcom/feedflow/pull/378,107
productsupcom/feedflow,Bump symfony/yaml from 5.4.30 to 5.4.31,https://github.com/productsupcom/feedflow/pull/377,107
productsupcom/feedflow,Bump symfony/asset from 5.4.21 to 5.4.31,https://github.com/productsupcom/feedflow/pull/376,107
productsupcom/feedflow,Bump symfony/twig-bundle from 5.4.27 to 5.4.31,https://github.com/productsupcom/feedflow/pull/375,107
productsupcom/feedflow,Bump symfony/twig-bridge from 5.4.29 to 5.4.31,https://github.com/productsupcom/feedflow/pull/374,107
productsupcom/feedflow,Bump symfony/security-http from 5.4.30 to 5.4.31,https://github.com/productsupcom/feedflow/pull/373,107
productsupcom/feedflow,Bump postcss and @symfony/webpack-encore,https://github.com/productsupcom/feedflow/pull/354,147
productsupcom/feedflow,Bump debug from 4.1.1 to 4.3.4,https://github.com/productsupcom/feedflow/pull/351,148
productsupcom/feedflow,Bump minimist and mkdirp,https://github.com/productsupcom/feedflow/pull/241,364
productsupcom/feedflow,Bump express from 4.17.1 to 4.18.2,https://github.com/productsupcom/feedflow/pull/170,444
productsupcom/feedflow,Bump qs and express,https://github.com/productsupcom/feedflow/pull/169,448
productsupcom/feedflow,"Bump loader-utils, resolve-url-loader and webpack-cli",https://github.com/productsupcom/feedflow/pull/168,450
productsupcom/feedflow,Bump minimatch from 3.0.4 to 3.1.2,https://github.com/productsupcom/feedflow/pull/167,450
productsupcom/feedflow,Bump ansi-html and webpack-dev-server,https://github.com/productsupcom/feedflow/pull/132,517
productsupcom/feedflow,Bump is-svg and postcss-svgo,https://github.com/productsupcom/feedflow/pull/131,517
productsupcom/rundeck-jobs,update LDAP backup job,https://github.com/productsupcom/rundeck-jobs/pull/1,999
productsupcom/lib-jenkins-api,DEV-13369 - Tests improvement,https://github.com/productsupcom/lib-jenkins-api/pull/21,305
productsupcom/lib-sqlite-store,Update friendsofphp/php-cs-fixer requirement from <2.19 to <3.1,https://github.com/productsupcom/lib-sqlite-store/pull/5,1013
productsupcom/lib-sqlite-store,Upgrade to GitHub-native Dependabot,https://github.com/productsupcom/lib-sqlite-store/pull/4,1034
productsupcom/bin-sqlite-obfuscate,Upgrade to GitHub-native Dependabot,https://github.com/productsupcom/bin-sqlite-obfuscate/pull/24,1034
productsupcom/lib-sqlite-obfuscate,Upgrade to GitHub-native Dependabot,https://github.com/productsupcom/lib-sqlite-obfuscate/pull/5,1034
productsupcom/lib-sqlite-obfuscate,Update productsupcom/lib-dataflow requirement from ^5.1 to ^6.1,https://github.com/productsupcom/lib-sqlite-obfuscate/pull/4,1045
productsupcom/ops-ip-lister,Bump guzzlehttp/psr7 from 1.9.0 to 1.9.1,https://github.com/productsupcom/ops-ip-lister/pull/12,314
productsupcom/bin-service-background-remover,Bump aws/aws-sdk-php from 3.280.0 to 3.300.6,https://github.com/productsupcom/bin-service-background-remover/pull/701,0
productsupcom/bin-service-background-remover,Bump productsupcom/lib-sqlite from 6.7.6 to 6.13.0,https://github.com/productsupcom/bin-service-background-remover/pull/698,2
productsupcom/bin-service-background-remover,Bump guzzlehttp/guzzle from 6.5.8 to 7.8.1,https://github.com/productsupcom/bin-service-background-remover/pull/641,86
productsupcom/bin-service-background-remover,Bump guzzlehttp/psr7 from 1.9.0 to 1.9.1,https://github.com/productsupcom/bin-service-background-remover/pull/499,314
productsupcom/bin-service-background-remover,Bump symfony/http-kernel from 6.0.9 to 6.0.20,https://github.com/productsupcom/bin-service-background-remover/pull/445,391
productsupcom/bin-service-background-remover,Bump symfony/process from 5.4.2 to 6.0.19,https://github.com/productsupcom/bin-service-background-remover/pull/441,397
